Criterio,Arboles,Profundidad,Atributos,p1,p2,p3,p4,p5
gini,33,16,log2,0.9946980514273634, 0.9952934883414908, 0.9943222997151688, 0.9943475231592214, 0.994597481260453
gini,33,16,log2,0.9965726386712447, 0.9960627515477346, 0.996280561221514, 0.9956508367297422, 0.9958842240231454
gini,33,16,log2,0.9954559648456165, 0.9959987380383402, 0.9948261189073038, 0.9957828989129919, 0.9958291786560022
gini,33,16,log2,0.9959987380383402, 0.9959677971279152, 0.9956317802219081, 0.995959464848214, 0.9966398309399291
gini,33,16,log2,0.9956622722684364, 0.9961657603601345, 0.9955339478487126, 0.9961633349338093, 0.9968089342831691

entropy,54,16,auto,0.9967207787817818, 0.9974111411435119, 0.9967907764725648, 0.9961962031068667, 0.9965420028244243
entropy,54,16,auto,0.9974340573228776, 0.9970919316325947, 0.9974358810238554, 0.9976076718301097, 0.9974322292702616
entropy,54,16,auto,0.9974807375919755, 0.9978240825313713, 0.9973137076972349, 0.9971487430298511, 0.9968111202166908
entropy,54,16,auto,0.9974824633289664, 0.9979894080189959, 0.9979880354910673, 0.9979866597454969, 0.9974859026958167
entropy,54,16,auto,0.9976494942350806, 0.9968467209824449, 0.9971467917728285, 0.9968154767480345, 0.9978196270228272

gini,191,18,auto,0.9993113570911947, 0.9987944465940146, 0.9984488993949693, 0.9989663009404389, 0.999138890424296
gini,191,18,auto,0.9993174456861579, 0.9989754433777734, 0.9991465051409536, 0.9991471087155781, 0.9991465051409536
gini,191,18,auto,0.9991619675652722, 0.9994968370052678, 0.9993293451636891, 0.9989940177455336, 0.9989940177455336
gini,191,18,auto,0.998994704009498, 0.9989933298727485, 0.9988251495535176, 0.9989926403864632, 0.9993293451636891
gini,191,18,auto,0.9996649013364993, 0.9991608211096554, 0.9998323935130544, 0.9989933298727485, 0.9993293451636891

gini,31,20,auto,0.999827900387335, 0.9993123331664998, 0.9994833342545777, 0.999827900387335, 0.9996556785455973
gini,31,20,auto,0.9998295421713774, 0.999658963986052, 0.9994882652293469, 0.9991471087155781, 0.9994882652293469
gini,31,20,auto,0.9994971805391635, 1.0, 0.9996646725818445, 0.9993293451636891, 0.9994968370052678
gini,31,20,auto,0.9998323935130544, 0.9991977987946045, 0.9998323935130544, 0.9996649013364993, 0.9996646725818445
gini,31,20,auto,0.9996646725818445, 0.9998323935130544, 0.9994968370052678, 0.9996649013364993, 0.9998323935130544

gini,154,21,auto,0.999827900387335, 1.0, 1.0, 1.0, 1.0
gini,154,21,auto,1.0, 1.0, 0.9998295421713774, 1.0, 1.0
gini,154,21,auto,1.0, 1.0, 1.0, 1.0, 1.0
gini,154,21,auto,1.0, 1.0, 1.0, 1.0, 1.0
gini,154,21,auto,1.0, 1.0, 1.0, 1.0, 1.0

entropy,35,21,auto,0.999827900387335, 0.999552363353623, 1.0, 1.0, 1.0
entropy,35,21,auto,0.9998295421713774, 0.9996220448146862, 0.9998295421713774, 0.9998296623138287, 0.9998296623138287
entropy,35,21,auto,0.9998323935130544, 1.0, 1.0, 1.0, 0.9998323935130544
entropy,35,21,auto,1.0, 1.0, 0.9996649013364993, 0.9998325077566048, 1.0
entropy,35,21,auto,0.9998325077566048, 1.0, 0.9998323935130544, 1.0, 1.0

gini,95,21,auto,1.0, 0.999827900387335, 1.0, 1.0, 1.0
gini,95,21,auto,0.9998295421713774, 0.9998295421713774, 0.9998295421713774, 0.9998295421713774, 0.9998295421713774
gini,95,21,auto,1.0, 1.0, 1.0, 1.0, 1.0
gini,95,21,auto,1.0, 1.0, 1.0, 1.0, 1.0
gini,95,21,auto,1.0, 1.0, 1.0, 1.0, 1.0

gini,38,21,auto,0.999827900387335, 0.999827900387335, 0.999827900387335, 1.0, 1.0
gini,38,21,auto,1.0, 0.999658963986052, 0.999658963986052, 0.9998295421713774, 1.0
gini,38,21,auto,0.9998325077566048, 1.0, 1.0, 1.0, 0.9996649013364993
gini,38,21,auto,1.0, 1.0, 0.9998323935130544, 1.0, 0.9998323935130544
gini,38,21,auto,0.9998325077566048, 0.9998325077566048, 1.0, 0.9998323935130544, 1.0

